iso3,year,measure,tech,n_patents
POL,2016,grants,climate_mitigation,22.5
POL,2017,grants,climate_mitigation,22.5
POL,2018,grants,climate_mitigation,26
POL,2019,grants,climate_mitigation,15.5
POL,2020,grants,climate_mitigation,21
POL,2021,grants,climate_mitigation,18
POL,2022,grants,climate_mitigation,9.6667004
PRT,2010,grants,climate_mitigation,2
PRT,2011,grants,climate_mitigation,6
PRT,2012,grants,climate_mitigation,4
PRT,2013,grants,climate_mitigation,6
PRT,2014,grants,climate_mitigation,3
PRT,2015,grants,climate_mitigation,13
PRT,2016,grants,climate_mitigation,10
PRT,2017,grants,climate_mitigation,10.25
PRT,2018,grants,climate_mitigation,8
PRT,2019,grants,climate_mitigation,9.5
PRT,2020,grants,climate_mitigation,10.25
PRT,2021,grants,climate_mitigation,4
PRT,2022,grants,climate_mitigation,1
ROU,2010,grants,climate_mitigation,1
ROU,2011,grants,climate_mitigation,2.5
ROU,2012,grants,climate_mitigation,4
ROU,2013,grants,climate_mitigation,3
ROU,2014,grants,climate_mitigation,1
ROU,2015,grants,climate_mitigation,2
ROU,2016,grants,climate_mitigation,0.5
ROU,2017,grants,climate_mitigation,1
ROU,2018,grants,climate_mitigation,1
ROU,2019,grants,climate_mitigation,4
ROU,2020,grants,climate_mitigation,4
ROU,2021,grants,climate_mitigation,0
ROU,2022,grants,climate_mitigation,0
SVK,2010,grants,climate_mitigation,1
SVK,2011,grants,climate_mitigation,0.66670001
SVK,2012,grants,climate_mitigation,3
SVK,2013,grants,climate_mitigation,2
SVK,2014,grants,climate_mitigation,3
SVK,2015,grants,climate_mitigation,3
SVK,2016,grants,climate_mitigation,4
SVK,2017,grants,climate_mitigation,5
SVK,2018,grants,climate_mitigation,2
SVK,2019,grants,climate_mitigation,2
SVK,2020,grants,climate_mitigation,2
SVK,2021,grants,climate_mitigation,1
SVK,2022,grants,climate_mitigation,1
SVN,2010,grants,climate_mitigation,3
SVN,2011,grants,climate_mitigation,3
SVN,2012,grants,climate_mitigation,4
SVN,2013,grants,climate_mitigation,3
SVN,2014,grants,climate_mitigation,5
SVN,2015,grants,climate_mitigation,5
SVN,2016,grants,climate_mitigation,4.75
SVN,2017,grants,climate_mitigation,5
SVN,2018,grants,climate_mitigation,8.5
SVN,2019,grants,climate_mitigation,8.5
SVN,2020,grants,climate_mitigation,4
SVN,2021,grants,climate_mitigation,2
SVN,2022,grants,climate_mitigation,2
SWE,2010,grants,climate_mitigation,163.3333
SWE,2011,grants,climate_mitigation,231.75
SWE,2012,grants,climate_mitigation,222
SWE,2013,grants,climate_mitigation,287.5
SWE,2014,grants,climate_mitigation,274.5
SWE,2015,grants,climate_mitigation,254.5
SWE,2016,grants,climate_mitigation,239
SWE,2017,grants,climate_mitigation,261.5
SWE,2018,grants,climate_mitigation,240.5
SWE,2019,grants,climate_mitigation,205
SWE,2020,grants,climate_mitigation,162.5
SWE,2021,grants,climate_mitigation,114.8333
SWE,2022,grants,climate_mitigation,50
AUT,2010,applications,environment_all,185.3333
AUT,2011,applications,environment_all,216.4167
AUT,2012,applications,environment_all,244
AUT,2013,applications,environment_all,252.5
AUT,2014,applications,environment_all,229.8333
AUT,2015,applications,environment_all,270.66669
AUT,2016,applications,environment_all,244.9167
AUT,2017,applications,environment_all,217.8333
AUT,2018,applications,environment_all,231.8333
AUT,2019,applications,environment_all,292.33331
AUT,2020,applications,environment_all,334.56671
AUT,2021,applications,environment_all,275.83331
AUT,2022,applications,environment_all,182.0667
AUT,2023,applications,environment_all,157
BEL,2010,applications,environment_all,186.98331
BEL,2011,applications,environment_all,177.0833
BEL,2012,applications,environment_all,199.5
BEL,2013,applications,environment_all,176
BEL,2014,applications,environment_all,189.1667
BEL,2015,applications,environment_all,180.75
BEL,2016,applications,environment_all,204.4167
BEL,2017,applications,environment_all,179.75
BEL,2018,applications,environment_all,216.8333
BEL,2019,applications,environment_all,213.3333
BEL,2020,applications,environment_all,190.73331
BEL,2021,applications,environment_all,221.4167
BEL,2022,applications,environment_all,178.1667
BEL,2023,applications,environment_all,125.5833
BGR,2010,applications,environment_all,2
BGR,2011,applications,environment_all,2
BGR,2012,applications,environment_all,5
BGR,2013,applications,environment_all,3.25
BGR,2014,applications,environment_all,7
BGR,2015,applications,environment_all,3.5
BGR,2016,applications,environment_all,5.5
BGR,2017,applications,environment_all,6
BGR,2018,applications,environment_all,1
BGR,2019,applications,environment_all,3.5
BGR,2020,applications,environment_all,6.5
BGR,2021,applications,environment_all,6.8333001
BGR,2022,applications,environment_all,3
BGR,2023,applications,environment_all,0
CYP,2010,applications,environment_all,9
CYP,2011,applications,environment_all,5
CYP,2012,applications,environment_all,5
CYP,2013,applications,environment_all,1
CYP,2014,applications,environment_all,2
CYP,2015,applications,environment_all,0
CYP,2016,applications,environment_all,2
CYP,2017,applications,environment_all,1
CYP,2018,applications,environment_all,3.2
CYP,2019,applications,environment_all,2
CYP,2020,applications,environment_all,6
CYP,2021,applications,environment_all,6
CYP,2022,applications,environment_all,7
CYP,2023,applications,environment_all,4
CZE,2010,applications,environment_all,13.5
CZE,2011,applications,environment_all,15
CZE,2012,applications,environment_all,19
CZE,2013,applications,environment_all,12.5
CZE,2014,applications,environment_all,14.5
CZE,2015,applications,environment_all,18
CZE,2016,applications,environment_all,16
CZE,2017,applications,environment_all,24.5
CZE,2018,applications,environment_all,20.1667
CZE,2019,applications,environment_all,24.8333
CZE,2020,applications,environment_all,28.5
CZE,2021,applications,environment_all,36.333302
CZE,2022,applications,environment_all,17
CZE,2023,applications,environment_all,21
DEU,2010,applications,environment_all,3325.4106
DEU,2011,applications,environment_all,3687.5
DEU,2012,applications,environment_all,3598.4778
DEU,2013,applications,environment_all,3267.238
DEU,2014,applications,environment_all,3112.2
DEU,2015,applications,environment_all,2963.8333
DEU,2016,applications,environment_all,2827.0166
DEU,2017,applications,environment_all,3042.8333
DEU,2018,applications,environment_all,3183.843
DEU,2019,applications,environment_all,3189.3596
DEU,2020,applications,environment_all,3218.457
DEU,2021,applications,environment_all,3018.0667
DEU,2022,applications,environment_all,1961.2
DEU,2023,applications,environment_all,1375.3333
DNK,2010,applications,environment_all,308
DNK,2011,applications,environment_all,355
DNK,2012,applications,environment_all,367
DNK,2013,applications,environment_all,301.83331
DNK,2014,applications,environment_all,328.16669
DNK,2015,applications,environment_all,321.83331
DNK,2016,applications,environment_all,326
DNK,2017,applications,environment_all,445.33331
DNK,2018,applications,environment_all,505.16669
DNK,2019,applications,environment_all,593.5
DNK,2020,applications,environment_all,619.58331
DNK,2021,applications,environment_all,666.91669
DNK,2022,applications,environment_all,503
DNK,2023,applications,environment_all,325
ESP,2010,applications,environment_all,212.23331
ESP,2011,applications,environment_all,176.6667
ESP,2012,applications,environment_all,188.9167
ESP,2013,applications,environment_all,216.1667
ESP,2014,applications,environment_all,163.5
ESP,2015,applications,environment_all,190.3333
ESP,2016,applications,environment_all,202.8333
ESP,2017,applications,environment_all,218.6667
ESP,2018,applications,environment_all,317.66669
ESP,2019,applications,environment_all,317.66669
ESP,2020,applications,environment_all,310.53329
ESP,2021,applications,environment_all,399
ESP,2022,applications,environment_all,317.48331
ESP,2023,applications,environment_all,225.3333
EST,2010,applications,environment_all,6
EST,2011,applications,environment_all,12
EST,2012,applications,environment_all,1
EST,2013,applications,environment_all,4.5
EST,2014,applications,environment_all,6
EST,2015,applications,environment_all,6
EST,2016,applications,environment_all,7
EST,2017,applications,environment_all,10.5
EST,2018,applications,environment_all,5
EST,2019,applications,environment_all,3
EST,2020,applications,environment_all,4
EST,2021,applications,environment_all,8
EST,2022,applications,environment_all,3
EST,2023,applications,environment_all,5
FIN,2010,applications,environment_all,224.0667
FIN,2011,applications,environment_all,262.66669
FIN,2012,applications,environment_all,263.5
FIN,2013,applications,environment_all,271
FIN,2014,applications,environment_all,276.5
FIN,2015,applications,environment_all,249.5
FIN,2016,applications,environment_all,211.5
FIN,2017,applications,environment_all,229.8333
FIN,2018,applications,environment_all,222
FIN,2019,applications,environment_all,246.5
FIN,2020,applications,environment_all,257.75
FIN,2021,applications,environment_all,266
FIN,2022,applications,environment_all,228
FIN,2023,applications,environment_all,120
FRA,2010,applications,environment_all,1114.3667
FRA,2011,applications,environment_all,1114.4167
FRA,2012,applications,environment_all,1283.9167
FRA,2013,applications,environment_all,1286.2738
FRA,2014,applications,environment_all,1304.6667
FRA,2015,applications,environment_all,1276.0833
FRA,2016,applications,environment_all,1155.1
FRA,2017,applications,environment_all,1045.8333
FRA,2018,applications,environment_all,1184.6071
FRA,2019,applications,environment_all,1310.8905
FRA,2020,applications,environment_all,1470.4738
FRA,2021,applications,environment_all,1485.5333
FRA,2022,applications,environment_all,1028.7
FRA,2023,applications,environment_all,578.43329
GRC,2010,applications,environment_all,8
GRC,2011,applications,environment_all,8
GRC,2012,applications,environment_all,9
GRC,2013,applications,environment_all,9
GRC,2014,applications,environment_all,15
GRC,2015,applications,environment_all,4
GRC,2016,applications,environment_all,7
GRC,2017,applications,environment_all,10.8333
GRC,2018,applications,environment_all,7
GRC,2019,applications,environment_all,11
GRC,2020,applications,environment_all,13.75
GRC,2021,applications,environment_all,11
GRC,2022,applications,environment_all,7
GRC,2023,applications,environment_all,11
HRV,2010,applications,environment_all,5
HRV,2011,applications,environment_all,3
HRV,2012,applications,environment_all,2
HRV,2013,applications,environment_all,4.5
HRV,2014,applications,environment_all,0
HRV,2015,applications,environment_all,1.1667
HRV,2016,applications,environment_all,5.5
HRV,2017,applications,environment_all,1
HRV,2018,applications,environment_all,4
HRV,2019,applications,environment_all,1
HRV,2020,applications,environment_all,1
HRV,2021,applications,environment_all,9
HRV,2022,applications,environment_all,7
HRV,2023,applications,environment_all,12.5
HUN,2010,applications,environment_all,14
HUN,2011,applications,environment_all,14.5
HUN,2012,applications,environment_all,16.5
HUN,2013,applications,environment_all,16.5
HUN,2014,applications,environment_all,12.6667
HUN,2015,applications,environment_all,14
HUN,2016,applications,environment_all,15.5
HUN,2017,applications,environment_all,15.5
HUN,2018,applications,environment_all,18
HUN,2019,applications,environment_all,10
HUN,2020,applications,environment_all,15
HUN,2021,applications,environment_all,9.6667004
HUN,2022,applications,environment_all,6
HUN,2023,applications,environment_all,9
IRL,2010,applications,environment_all,51
IRL,2011,applications,environment_all,67.333298
IRL,2012,applications,environment_all,48.5
IRL,2013,applications,environment_all,58
IRL,2014,applications,environment_all,61.333302
IRL,2015,applications,environment_all,40.333302
IRL,2016,applications,environment_all,87.333298
IRL,2017,applications,environment_all,58.833302
IRL,2018,applications,environment_all,41.833302
IRL,2019,applications,environment_all,71
IRL,2020,applications,environment_all,55.833302
IRL,2021,applications,environment_all,68.900002
IRL,2022,applications,environment_all,52.400002
IRL,2023,applications,environment_all,22
ITA,2010,applications,environment_all,427.91669
ITA,2011,applications,environment_all,406.83331
ITA,2012,applications,environment_all,427.33331
ITA,2013,applications,environment_all,424.83331
ITA,2014,applications,environment_all,393.66669
ITA,2015,applications,environment_all,365.75
ITA,2016,applications,environment_all,426.58331
ITA,2017,applications,environment_all,403
ITA,2018,applications,environment_all,399.66669
ITA,2019,applications,environment_all,431.83331
ITA,2020,applications,environment_all,469.58331
ITA,2021,applications,environment_all,573.83331
ITA,2022,applications,environment_all,532.70001
ITA,2023,applications,environment_all,289.33331
LTU,2010,applications,environment_all,1
LTU,2011,applications,environment_all,2.5
LTU,2012,applications,environment_all,3
LTU,2013,applications,environment_all,0
LTU,2014,applications,environment_all,6
LTU,2015,applications,environment_all,2.5
LTU,2016,applications,environment_all,2.5
LTU,2017,applications,environment_all,4.5
LTU,2018,applications,environment_all,2
LTU,2019,applications,environment_all,4.5
LTU,2020,applications,environment_all,7.5
LTU,2021,applications,environment_all,1
LTU,2022,applications,environment_all,2.5
LTU,2023,applications,environment_all,6
LUX,2010,applications,environment_all,74.166702
LUX,2011,applications,environment_all,76.833298
LUX,2012,applications,environment_all,93.5
LUX,2013,applications,environment_all,70
LUX,2014,applications,environment_all,45
LUX,2015,applications,environment_all,68.333298
LUX,2016,applications,environment_all,67.5
LUX,2017,applications,environment_all,47.833302
LUX,2018,applications,environment_all,29.3333
LUX,2019,applications,environment_all,62.833302
LUX,2020,applications,environment_all,52
LUX,2021,applications,environment_all,60
LUX,2022,applications,environment_all,86
LUX,2023,applications,environment_all,54
LVA,2010,applications,environment_all,4
LVA,2011,applications,environment_all,0
LVA,2012,applications,environment_all,4.5
LVA,2013,applications,environment_all,14
LVA,2014,applications,environment_all,2.5
LVA,2015,applications,environment_all,3
LVA,2016,applications,environment_all,1
LVA,2017,applications,environment_all,2
LVA,2018,applications,environment_all,3.5
LVA,2019,applications,environment_all,3
LVA,2020,applications,environment_all,6
LVA,2021,applications,environment_all,3
LVA,2022,applications,environment_all,7.5
LVA,2023,applications,environment_all,4
MLT,2010,applications,environment_all,2
MLT,2011,applications,environment_all,6
MLT,2012,applications,environment_all,1
MLT,2013,applications,environment_all,4
MLT,2014,applications,environment_all,5
MLT,2015,applications,environment_all,7
MLT,2016,applications,environment_all,5
MLT,2017,applications,environment_all,13
MLT,2018,applications,environment_all,7
MLT,2019,applications,environment_all,2
MLT,2020,applications,environment_all,4.5
MLT,2021,applications,environment_all,4
MLT,2022,applications,environment_all,2.6666999
MLT,2023,applications,environment_all,2
NLD,2010,applications,environment_all,440.45001
NLD,2011,applications,environment_all,425.41669
NLD,2012,applications,environment_all,455
NLD,2013,applications,environment_all,491.66669
NLD,2014,applications,environment_all,436.33331
NLD,2015,applications,environment_all,463.16669
NLD,2016,applications,environment_all,510.83331
NLD,2017,applications,environment_all,490.83331
NLD,2018,applications,environment_all,468
NLD,2019,applications,environment_all,488.83331
NLD,2020,applications,environment_all,499.23331
NLD,2021,applications,environment_all,530.41669
NLD,2022,applications,environment_all,339.33331
NLD,2023,applications,environment_all,252.1667
POL,2010,applications,environment_all,25
POL,2011,applications,environment_all,35.333302
POL,2012,applications,environment_all,59
POL,2013,applications,environment_all,45.5
POL,2014,applications,environment_all,55.5
POL,2015,applications,environment_all,71.5
POL,2016,applications,environment_all,46
POL,2017,applications,environment_all,39.166698
POL,2018,applications,environment_all,56
POL,2019,applications,environment_all,30.5
POL,2020,applications,environment_all,41
POL,2021,applications,environment_all,53.666698
POL,2022,applications,environment_all,51.666698
POL,2023,applications,environment_all,30
PRT,2010,applications,environment_all,8.5333004
PRT,2011,applications,environment_all,14
PRT,2012,applications,environment_all,11.3333
PRT,2013,applications,environment_all,10
PRT,2014,applications,environment_all,9.5
PRT,2015,applications,environment_all,18.3333
PRT,2016,applications,environment_all,20.4
PRT,2017,applications,environment_all,18.9167
PRT,2018,applications,environment_all,17.5
PRT,2019,applications,environment_all,30
PRT,2020,applications,environment_all,32.75
PRT,2021,applications,environment_all,26.3333
PRT,2022,applications,environment_all,25.65
PRT,2023,applications,environment_all,14.4
ROU,2010,applications,environment_all,3
ROU,2011,applications,environment_all,3.5
ROU,2012,applications,environment_all,10
ROU,2013,applications,environment_all,5
ROU,2014,applications,environment_all,2
ROU,2015,applications,environment_all,5
ROU,2016,applications,environment_all,2.5
ROU,2017,applications,environment_all,3.5
ROU,2018,applications,environment_all,3
ROU,2019,applications,environment_all,5
ROU,2020,applications,environment_all,6.5
ROU,2021,applications,environment_all,2
ROU,2022,applications,environment_all,3
ROU,2023,applications,environment_all,5
SVK,2010,applications,environment_all,2
SVK,2011,applications,environment_all,3.6666999
SVK,2012,applications,environment_all,5
SVK,2013,applications,environment_all,6
SVK,2014,applications,environment_all,5
SVK,2015,applications,environment_all,4
SVK,2016,applications,environment_all,9
SVK,2017,applications,environment_all,8
SVK,2018,applications,environment_all,5
SVK,2019,applications,environment_all,4
SVK,2020,applications,environment_all,8.5
SVK,2021,applications,environment_all,5.5
SVK,2022,applications,environment_all,10
SVK,2023,applications,environment_all,6
SVN,2010,applications,environment_all,6
SVN,2011,applications,environment_all,5
SVN,2012,applications,environment_all,8
SVN,2013,applications,environment_all,7.3333001
SVN,2014,applications,environment_all,10
SVN,2015,applications,environment_all,9
SVN,2016,applications,environment_all,13.25
SVN,2017,applications,environment_all,9
SVN,2018,applications,environment_all,16.5
SVN,2019,applications,environment_all,16
SVN,2020,applications,environment_all,18
SVN,2021,applications,environment_all,7.5
SVN,2022,applications,environment_all,10.8333
SVN,2023,applications,environment_all,13.5
SWE,2010,applications,environment_all,293.83331
SWE,2011,applications,environment_all,403.91669
SWE,2012,applications,environment_all,391
SWE,2013,applications,environment_all,489.5
SWE,2014,applications,environment_all,439
SWE,2015,applications,environment_all,430.83331
SWE,2016,applications,environment_all,409.5
SWE,2017,applications,environment_all,473.5
SWE,2018,applications,environment_all,449
SWE,2019,applications,environment_all,471.25
SWE,2020,applications,environment_all,504.5
SWE,2021,applications,environment_all,504.83331
SWE,2022,applications,environment_all,425.5
SWE,2023,applications,environment_all,279.5
AUT,2010,grants,environment_all,108.8333
AUT,2011,grants,environment_all,147.4167
AUT,2012,grants,environment_all,155.5
AUT,2013,grants,environment_all,175.1667
AUT,2014,grants,environment_all,154
AUT,2015,grants,environment_all,210.1667
AUT,2016,grants,environment_all,160.75
AUT,2017,grants,environment_all,152.0833
AUT,2018,grants,environment_all,138.8333
AUT,2019,grants,environment_all,159
AUT,2020,grants,environment_all,160.7
AUT,2021,grants,environment_all,90.666702
AUT,2022,grants,environment_all,50
BEL,2010,grants,environment_all,104.8333
BEL,2011,grants,environment_all,99.083298
BEL,2012,grants,environment_all,111.5
BEL,2013,grants,environment_all,106.1667
BEL,2014,grants,environment_all,135.8333
BEL,2015,grants,environment_all,116.9167
BEL,2016,grants,environment_all,115.75
BEL,2017,grants,environment_all,109.25
BEL,2018,grants,environment_all,132.3333
BEL,2019,grants,environment_all,110.75
BEL,2020,grants,environment_all,88.483299
BEL,2021,grants,environment_all,68.666702
BEL,2022,grants,environment_all,46
BGR,2010,grants,environment_all,1
BGR,2011,grants,environment_all,1
BGR,2012,grants,environment_all,3
BGR,2013,grants,environment_all,1
BGR,2014,grants,environment_all,5
BGR,2015,grants,environment_all,3.5
BGR,2016,grants,environment_all,5.5
BGR,2017,grants,environment_all,2
BGR,2018,grants,environment_all,0
BGR,2019,grants,environment_all,2.5
BGR,2020,grants,environment_all,3
BGR,2021,grants,environment_all,1
BGR,2022,grants,environment_all,0
CYP,2010,grants,environment_all,2
CYP,2011,grants,environment_all,1
CYP,2012,grants,environment_all,0
CYP,2013,grants,environment_all,0
CYP,2014,grants,environment_all,1
CYP,2015,grants,environment_all,0
CYP,2016,grants,environment_all,2
CYP,2017,grants,environment_all,1
CYP,2018,grants,environment_all,1
CYP,2019,grants,environment_all,1
CYP,2020,grants,environment_all,3
CYP,2021,grants,environment_all,3
CYP,2022,grants,environment_all,2
CZE,2010,grants,environment_all,8
CZE,2011,grants,environment_all,7
CZE,2012,grants,environment_all,6
CZE,2013,grants,environment_all,9.5
CZE,2014,grants,environment_all,7.5
CZE,2015,grants,environment_all,12
CZE,2016,grants,environment_all,7.5
CZE,2017,grants,environment_all,15
CZE,2018,grants,environment_all,14.1667
CZE,2019,grants,environment_all,12
CZE,2020,grants,environment_all,10
CZE,2021,grants,environment_all,14.8333
CZE,2022,grants,environment_all,2
DEU,2010,grants,environment_all,1989.1667
DEU,2011,grants,environment_all,2271.1667
DEU,2012,grants,environment_all,2370.8611
DEU,2013,grants,environment_all,2198.6548
DEU,2014,grants,environment_all,2145.5332
DEU,2015,grants,environment_all,2028.4167
DEU,2016,grants,environment_all,1903.85
DEU,2017,grants,environment_all,1995.1667
DEU,2018,grants,environment_all,1905.3929
DEU,2019,grants,environment_all,1672.5262
DEU,2020,grants,environment_all,1417.0333
DEU,2021,grants,environment_all,1059.15
DEU,2022,grants,environment_all,463.66669
DNK,2010,grants,environment_all,217.5
DNK,2011,grants,environment_all,265.5
DNK,2012,grants,environment_all,259
DNK,2013,grants,environment_all,196.5
DNK,2014,grants,environment_all,240.3333
DNK,2015,grants,environment_all,229.8333
DNK,2016,grants,environment_all,243
DNK,2017,grants,environment_all,319.5
DNK,2018,grants,environment_all,290
DNK,2019,grants,environment_all,311.16669
DNK,2020,grants,environment_all,239
DNK,2021,grants,environment_all,198.6667
DNK,2022,grants,environment_all,89
ESP,2010,grants,environment_all,88.833298
ESP,2011,grants,environment_all,80.333298
ESP,2012,grants,environment_all,114.8333
ESP,2013,grants,environment_all,136.8333
ESP,2014,grants,environment_all,116.5
ESP,2015,grants,environment_all,122.3333
ESP,2016,grants,environment_all,129
ESP,2017,grants,environment_all,116.1667
ESP,2018,grants,environment_all,181
ESP,2019,grants,environment_all,160.1667
ESP,2020,grants,environment_all,123.5
ESP,2021,grants,environment_all,130.25
ESP,2022,grants,environment_all,65.833298
EST,2010,grants,environment_all,2
EST,2011,grants,environment_all,8
EST,2012,grants,environment_all,1
EST,2013,grants,environment_all,2
EST,2014,grants,environment_all,4
EST,2015,grants,environment_all,2
EST,2016,grants,environment_all,5
EST,2017,grants,environment_all,5
EST,2018,grants,environment_all,1
EST,2019,grants,environment_all,1
EST,2020,grants,environment_all,2
EST,2021,grants,environment_all,2
EST,2022,grants,environment_all,1
FIN,2010,grants,environment_all,129.8667
FIN,2011,grants,environment_all,160.3333
FIN,2012,grants,environment_all,164
FIN,2013,grants,environment_all,185.5
FIN,2014,grants,environment_all,198
FIN,2015,grants,environment_all,173.5
FIN,2016,grants,environment_all,147
FIN,2017,grants,environment_all,148
FIN,2018,grants,environment_all,125.5
FIN,2019,grants,environment_all,114.5
FIN,2020,grants,environment_all,85.75
FIN,2021,grants,environment_all,58
FIN,2022,grants,environment_all,30
FRA,2010,grants,environment_all,712.26672
FRA,2011,grants,environment_all,728.83331
FRA,2012,grants,environment_all,912.33331
FRA,2013,grants,environment_all,908.35712
FRA,2014,grants,environment_all,970
FRA,2015,grants,environment_all,947.41669
FRA,2016,grants,environment_all,846
FRA,2017,grants,environment_all,738.66669
FRA,2018,grants,environment_all,835.2738
FRA,2019,grants,environment_all,812.72382
FRA,2020,grants,environment_all,788.5
FRA,2021,grants,environment_all,613.01672
FRA,2022,grants,environment_all,303.16669
GRC,2010,grants,environment_all,4
GRC,2011,grants,environment_all,6
GRC,2012,grants,environment_all,5
GRC,2013,grants,environment_all,5
GRC,2014,grants,environment_all,8
GRC,2015,grants,environment_all,1
GRC,2016,grants,environment_all,5
GRC,2017,grants,environment_all,2
GRC,2018,grants,environment_all,2
GRC,2019,grants,environment_all,5
GRC,2020,grants,environment_all,1.75
GRC,2021,grants,environment_all,0
GRC,2022,grants,environment_all,1
HRV,2010,grants,environment_all,1
HRV,2011,grants,environment_all,2
HRV,2012,grants,environment_all,0
HRV,2013,grants,environment_all,2
HRV,2014,grants,environment_all,0
HRV,2015,grants,environment_all,1.1667
HRV,2016,grants,environment_all,4
HRV,2017,grants,environment_all,0
HRV,2018,grants,environment_all,2
HRV,2019,grants,environment_all,1
HRV,2020,grants,environment_all,1
HRV,2021,grants,environment_all,0
HRV,2022,grants,environment_all,0
HUN,2010,grants,environment_all,8
HUN,2011,grants,environment_all,6.5
HUN,2012,grants,environment_all,10
HUN,2013,grants,environment_all,11.5
HUN,2014,grants,environment_all,9.6667004
HUN,2015,grants,environment_all,8
HUN,2016,grants,environment_all,9.5
HUN,2017,grants,environment_all,5.5
HUN,2018,grants,environment_all,13
HUN,2019,grants,environment_all,4
HUN,2020,grants,environment_all,6
HUN,2021,grants,environment_all,2.6666999
HUN,2022,grants,environment_all,0
IRL,2010,grants,environment_all,30
IRL,2011,grants,environment_all,37.833302
IRL,2012,grants,environment_all,22
IRL,2013,grants,environment_all,35
IRL,2014,grants,environment_all,37.333302
IRL,2015,grants,environment_all,26.3333
IRL,2016,grants,environment_all,53
IRL,2017,grants,environment_all,40.333302
IRL,2018,grants,environment_all,23
IRL,2019,grants,environment_all,27.5
IRL,2020,grants,environment_all,16
IRL,2021,grants,environment_all,17
IRL,2022,grants,environment_all,3
ITA,2010,grants,environment_all,267.5
ITA,2011,grants,environment_all,256.33331
ITA,2012,grants,environment_all,281.33331
ITA,2013,grants,environment_all,291.33331
ITA,2014,grants,environment_all,295
ITA,2015,grants,environment_all,278.91669
ITA,2016,grants,environment_all,337.58331
ITA,2017,grants,environment_all,312.66669
ITA,2018,grants,environment_all,291.16669
ITA,2019,grants,environment_all,282.66669
ITA,2020,grants,environment_all,254.8333
ITA,2021,grants,environment_all,234.3333
ITA,2022,grants,environment_all,162
LTU,2010,grants,environment_all,1
LTU,2011,grants,environment_all,1
LTU,2012,grants,environment_all,2
LTU,2013,grants,environment_all,0
LTU,2014,grants,environment_all,4
LTU,2015,grants,environment_all,1
LTU,2016,grants,environment_all,1
LTU,2017,grants,environment_all,2
LTU,2018,grants,environment_all,0
LTU,2019,grants,environment_all,2
LTU,2020,grants,environment_all,4
LTU,2021,grants,environment_all,0
LTU,2022,grants,environment_all,1
LUX,2010,grants,environment_all,40.666698
LUX,2011,grants,environment_all,34.833302
LUX,2012,grants,environment_all,63.5
LUX,2013,grants,environment_all,24.5
LUX,2014,grants,environment_all,28.5
LUX,2015,grants,environment_all,40.833302
LUX,2016,grants,environment_all,43
LUX,2017,grants,environment_all,31.5
LUX,2018,grants,environment_all,19.5
LUX,2019,grants,environment_all,40.833302
LUX,2020,grants,environment_all,21
LUX,2021,grants,environment_all,14.5
LUX,2022,grants,environment_all,6
LVA,2010,grants,environment_all,2
LVA,2011,grants,environment_all,0
LVA,2012,grants,environment_all,2.5
LVA,2013,grants,environment_all,6
LVA,2014,grants,environment_all,1
LVA,2015,grants,environment_all,2
LVA,2016,grants,environment_all,1
LVA,2017,grants,environment_all,0
LVA,2018,grants,environment_all,0.5
LVA,2019,grants,environment_all,2
LVA,2020,grants,environment_all,5
LVA,2021,grants,environment_all,2
LVA,2022,grants,environment_all,4
MLT,2010,grants,environment_all,1
MLT,2011,grants,environment_all,2
MLT,2012,grants,environment_all,0
MLT,2013,grants,environment_all,0
MLT,2014,grants,environment_all,1
MLT,2015,grants,environment_all,3
MLT,2016,grants,environment_all,5
MLT,2017,grants,environment_all,9
MLT,2018,grants,environment_all,2
MLT,2019,grants,environment_all,1
MLT,2020,grants,environment_all,0.5
MLT,2021,grants,environment_all,2
MLT,2022,grants,environment_all,0
NLD,2010,grants,environment_all,237.8333
NLD,2011,grants,environment_all,240.6667
NLD,2012,grants,environment_all,262.5
NLD,2013,grants,environment_all,303.83331
NLD,2014,grants,environment_all,269.16669
NLD,2015,grants,environment_all,288.33331
NLD,2016,grants,environment_all,304.66669
NLD,2017,grants,environment_all,308
NLD,2018,grants,environment_all,269.5
NLD,2019,grants,environment_all,261
NLD,2020,grants,environment_all,192.7
NLD,2021,grants,environment_all,167.8333
NLD,2022,grants,environment_all,47
POL,2010,grants,environment_all,12.5
POL,2011,grants,environment_all,12
POL,2012,grants,environment_all,26
POL,2013,grants,environment_all,25
POL,2014,grants,environment_all,24
POL,2015,grants,environment_all,29.5
POL,2016,grants,environment_all,29.5
POL,2017,grants,environment_all,26.5
POL,2018,grants,environment_all,30
POL,2019,grants,environment_all,18.5
POL,2020,grants,environment_all,22
POL,2021,grants,environment_all,19
POL,2022,grants,environment_all,16
PRT,2010,grants,environment_all,2
PRT,2011,grants,environment_all,6
PRT,2012,grants,environment_all,6.3333001
PRT,2013,grants,environment_all,6
PRT,2014,grants,environment_all,5
PRT,2015,grants,environment_all,13
PRT,2016,grants,environment_all,10
PRT,2017,grants,environment_all,12.25
PRT,2018,grants,environment_all,9
PRT,2019,grants,environment_all,10.5
PRT,2020,grants,environment_all,11.25
PRT,2021,grants,environment_all,5
PRT,2022,grants,environment_all,2
ROU,2010,grants,environment_all,1
ROU,2011,grants,environment_all,2.5
ROU,2012,grants,environment_all,6
ROU,2013,grants,environment_all,3
ROU,2014,grants,environment_all,1
